rating,text,parent_asin,review_timestamp,title,item_model_number,involved_in_incident,sentiment_score_raw,sentiment_score,incident_description_safety_terms,text_safety_terms,involved_in_recall,recall_summary
4.0,"these are very adequate for single use everyday mask, as well as for compliance purposes at work or school, etc. reasonably priced. ok protection, but of course not like n95 masks. use-it, toss-it. i use these for grocery shopping, drug store, public transportation.",b0bg56lkgj,2022-08-19,"50pcs Kids Disposable Face Masks, 3 Ply Kids Masks Disposable Colorful Cute Face masks for Children, Girls & Boys",disposable,False,0.021,0.021,[],[],True,"cigarette lighters recalled by halpern import news from cpsc u.s. consumer product safety commission office of information and public affairs washington, dc 20207 for immediate release september 28, 2000 release # 00-189 halpern recall hotline: (800) 624-5280 cpsc consumer hotline: (800) 638-2772 cpsc media contact: ken giles, (301) 504-7052 cpsc, halpern import co. announce recall of cigarette lighters washington, d.c. - in cooperation with the u.s. consumer product safety commission (cpsc), halpern import co. inc., of atlanta, ga., is recalling about 350,000 disposable cigarette lighters. these lighters can burn with a high flame and can fail to extinguish, presenting fire and burn hazards. cpsc and halpern import co. have received one report of a woman who received second degree burns on her chest when the lighter failed to extinguish and ignited her clothing. the disposable cigarette lighters being recalled are oval-tube- shaped. ""turbo 2000"" is printed on the body of the lighter. the lighters have a green, red, blue, black or yellow body and a metal top. a label on the lighter reads ""child-resistant disposable lighter,"" ""keep out of reach of children,"" and ""made in china."" upc number 0 80692 05010 1 is printed on the back of the lighters. tobacco and thrift stores nationwide sold these lighters from june 1999 through may 2000 for about $1. consumers immediately should stop using these lighters and return them to the store where purchased for a refund. for more information, consumers should call halpern import co. at (800) 624-5280 between 9 a.m. and 5 p.m. et monday through friday."
4.0,they are good for the price and amount but they are quite thin i just double it. (can be used as a filter for a cloth mask),b0bg56lkgj,2022-10-03,"50pcs Kids Disposable Face Masks, 3 Ply Kids Masks Disposable Colorful Cute Face masks for Children, Girls & Boys",disposable,False,0.2382,0.2382,[],"['fragile', 'flimsy']",True,"cigarette lighters recalled by halpern import news from cpsc u.s. consumer product safety commission office of information and public affairs washington, dc 20207 for immediate release september 28, 2000 release # 00-189 halpern recall hotline: (800) 624-5280 cpsc consumer hotline: (800) 638-2772 cpsc media contact: ken giles, (301) 504-7052 cpsc, halpern import co. announce recall of cigarette lighters washington, d.c. - in cooperation with the u.s. consumer product safety commission (cpsc), halpern import co. inc., of atlanta, ga., is recalling about 350,000 disposable cigarette lighters. these lighters can burn with a high flame and can fail to extinguish, presenting fire and burn hazards. cpsc and halpern import co. have received one report of a woman who received second degree burns on her chest when the lighter failed to extinguish and ignited her clothing. the disposable cigarette lighters being recalled are oval-tube- shaped. ""turbo 2000"" is printed on the body of the lighter. the lighters have a green, red, blue, black or yellow body and a metal top. a label on the lighter reads ""child-resistant disposable lighter,"" ""keep out of reach of children,"" and ""made in china."" upc number 0 80692 05010 1 is printed on the back of the lighters. tobacco and thrift stores nationwide sold these lighters from june 1999 through may 2000 for about $1. consumers immediately should stop using these lighters and return them to the store where purchased for a refund. for more information, consumers should call halpern import co. at (800) 624-5280 between 9 a.m. and 5 p.m. et monday through friday."
4.0,they do the job.  the red and black covers could be a heat treatment instead of flex fit.  minor complaint. i recommend them for most installs,b07whfpgdf,2023-03-28,5 Pairs Copper Gold Plated 8 Gauge Strip Spade Terminal Spade Fork Adapters Connectors Plugs Crimp Barrier Spades for Speaker Wire Cable Terminal Plug - 8GA (Red and Black),adjustable,False,0.4215,0.4215,[],['fatal'],True,"april 17, 1995 release # 95-102 washington, dc - cpsc, the kmart corporation of troy, mich., is recalling 148,990 desk chairs. the chair's seat post may unexpectedly separate from the pedestal base, causing someone sitting in the chair to fall.consumers can identify the recalled chairs by kmart product code 21-86-61, item code 010218661114, printed on the outside of the retail carton. the chairs do not have an item number printed on them. the chair, which kmart sold nationwide from july 1993 to march 1995 for $29.99, was packaged unassembled in a cardboard box labeled in part ""basic designs adjustable office chair *** made in taiwan"". the gray upholstered rotary desk chair has a non-tilt seat and fixed back. the seat is attached to a five-prong metal pedestal base by a one-inch wide steel rod. there are two wheel casters on each prong of the pedestal base. the kmart corporation reported this hazard to cpsc after receiving seven reports of the seat unexpectedly detaching from the pedestal base.consumers who own these chairs should stop using them immediately and return the chairs to any k-mart store for a refund. replacement chairs will be available after may 15, 1995. consumers who need more information about this recall should contact any kmart store"
5.0,nice ends and good fitting,b07whfpgdf,2021-05-18,5 Pairs Copper Gold Plated 8 Gauge Strip Spade Terminal Spade Fork Adapters Connectors Plugs Crimp Barrier Spades for Speaker Wire Cable Terminal Plug - 8GA (Red and Black),adjustable,False,0.6908,0.6908,[],[],True,"april 17, 1995 release # 95-102 washington, dc - cpsc, the kmart corporation of troy, mich., is recalling 148,990 desk chairs. the chair's seat post may unexpectedly separate from the pedestal base, causing someone sitting in the chair to fall.consumers can identify the recalled chairs by kmart product code 21-86-61, item code 010218661114, printed on the outside of the retail carton. the chairs do not have an item number printed on them. the chair, which kmart sold nationwide from july 1993 to march 1995 for $29.99, was packaged unassembled in a cardboard box labeled in part ""basic designs adjustable office chair *** made in taiwan"". the gray upholstered rotary desk chair has a non-tilt seat and fixed back. the seat is attached to a five-prong metal pedestal base by a one-inch wide steel rod. there are two wheel casters on each prong of the pedestal base. the kmart corporation reported this hazard to cpsc after receiving seven reports of the seat unexpectedly detaching from the pedestal base.consumers who own these chairs should stop using them immediately and return the chairs to any k-mart store for a refund. replacement chairs will be available after may 15, 1995. consumers who need more information about this recall should contact any kmart store"
2.0,the string that goes behind the ear snaps very easily it doesn’t even last a day,b0bg56lkgj,2022-02-07,"50pcs Kids Disposable Face Masks, 3 Ply Kids Masks Disposable Colorful Cute Face masks for Children, Girls & Boys",disposable,False,0.4005,0.4005,[],[],True,"cigarette lighters recalled by halpern import news from cpsc u.s. consumer product safety commission office of information and public affairs washington, dc 20207 for immediate release september 28, 2000 release # 00-189 halpern recall hotline: (800) 624-5280 cpsc consumer hotline: (800) 638-2772 cpsc media contact: ken giles, (301) 504-7052 cpsc, halpern import co. announce recall of cigarette lighters washington, d.c. - in cooperation with the u.s. consumer product safety commission (cpsc), halpern import co. inc., of atlanta, ga., is recalling about 350,000 disposable cigarette lighters. these lighters can burn with a high flame and can fail to extinguish, presenting fire and burn hazards. cpsc and halpern import co. have received one report of a woman who received second degree burns on her chest when the lighter failed to extinguish and ignited her clothing. the disposable cigarette lighters being recalled are oval-tube- shaped. ""turbo 2000"" is printed on the body of the lighter. the lighters have a green, red, blue, black or yellow body and a metal top. a label on the lighter reads ""child-resistant disposable lighter,"" ""keep out of reach of children,"" and ""made in china."" upc number 0 80692 05010 1 is printed on the back of the lighters. tobacco and thrift stores nationwide sold these lighters from june 1999 through may 2000 for about $1. consumers immediately should stop using these lighters and return them to the store where purchased for a refund. for more information, consumers should call halpern import co. at (800) 624-5280 between 9 a.m. and 5 p.m. et monday through friday."
4.0,"the meter is easy to read, the instruction diskette is a tremendous help especially for the neophyte. the meter gives the user a tremendous electrical analization tool. it would of been a perfect tool if some type of case had been included with the meter. the lack of a case lends itself to the loss of small probe items which are included. other than that a good addition to the tool box.",b01d30z0ye,2016-11-12,Extech EX655 True RMS 600A Clamp Meter with NCV and Temperature Measurements,ex655,False,0.8357,0.8357,[],['loose'],True,"this recall involves extech digital clamp meters with model numbers ex650, ex655, ma160, ma61, and ma63. these models are all ac/dc clamp meters, which are electrical testing devices that measure ac/dc voltage, resistance, capacitance, frequency, temperature, continuity, and diode. serial numbers in the following format are included in the recall: r15xxxxxxx to r17xxxxxxx. only serial numbers in this range are included in the recall. the ""extech"" logo and the model number are printed on the front of the unit and the serial number on the back. the digital clamp meters are green and orange."
5.0,put 0 gauges on my 15s in my truck in definitely worth the purchase,b07wjm4zgv,2021-10-30,2 Pairs Copper Gold Plated 0 Gauge Spade Terminal Crimp Connectors Adapters Crimp Barrier Spades for Speaker Wire Cable Terminal Plug - 0GA (Red and Black),adjustable,False,0.5574,0.5574,[],[],True,"april 17, 1995 release # 95-102 washington, dc - cpsc, the kmart corporation of troy, mich., is recalling 148,990 desk chairs. the chair's seat post may unexpectedly separate from the pedestal base, causing someone sitting in the chair to fall.consumers can identify the recalled chairs by kmart product code 21-86-61, item code 010218661114, printed on the outside of the retail carton. the chairs do not have an item number printed on them. the chair, which kmart sold nationwide from july 1993 to march 1995 for $29.99, was packaged unassembled in a cardboard box labeled in part ""basic designs adjustable office chair *** made in taiwan"". the gray upholstered rotary desk chair has a non-tilt seat and fixed back. the seat is attached to a five-prong metal pedestal base by a one-inch wide steel rod. there are two wheel casters on each prong of the pedestal base. the kmart corporation reported this hazard to cpsc after receiving seven reports of the seat unexpectedly detaching from the pedestal base.consumers who own these chairs should stop using them immediately and return the chairs to any k-mart store for a refund. replacement chairs will be available after may 15, 1995. consumers who need more information about this recall should contact any kmart store"
5.0,the individually wrapped are pretty cool because i can put them in my purse for emergency and don't worry about it being messed up. plus share one with someone who hasn't gotten one. they are comfortable and barely feel there. especially if you do a lot of talking,b0bg56lkgj,2022-02-24,"50pcs Kids Disposable Face Masks, 3 Ply Kids Masks Disposable Colorful Cute Face masks for Children, Girls & Boys",disposable,False,0.8129,0.8129,[],[],True,"cigarette lighters recalled by halpern import news from cpsc u.s. consumer product safety commission office of information and public affairs washington, dc 20207 for immediate release september 28, 2000 release # 00-189 halpern recall hotline: (800) 624-5280 cpsc consumer hotline: (800) 638-2772 cpsc media contact: ken giles, (301) 504-7052 cpsc, halpern import co. announce recall of cigarette lighters washington, d.c. - in cooperation with the u.s. consumer product safety commission (cpsc), halpern import co. inc., of atlanta, ga., is recalling about 350,000 disposable cigarette lighters. these lighters can burn with a high flame and can fail to extinguish, presenting fire and burn hazards. cpsc and halpern import co. have received one report of a woman who received second degree burns on her chest when the lighter failed to extinguish and ignited her clothing. the disposable cigarette lighters being recalled are oval-tube- shaped. ""turbo 2000"" is printed on the body of the lighter. the lighters have a green, red, blue, black or yellow body and a metal top. a label on the lighter reads ""child-resistant disposable lighter,"" ""keep out of reach of children,"" and ""made in china."" upc number 0 80692 05010 1 is printed on the back of the lighters. tobacco and thrift stores nationwide sold these lighters from june 1999 through may 2000 for about $1. consumers immediately should stop using these lighters and return them to the store where purchased for a refund. for more information, consumers should call halpern import co. at (800) 624-5280 between 9 a.m. and 5 p.m. et monday through friday."
3.0,update - several of the masks had missing or broken straps. the quality control seems to be really bad.<br /><br />got these masks to offer to customers that come in our store without one. they are nice disposable masks and look much better than the blue surgical looking ones. very happy with them.,b0bg56lkgj,2022-02-03,"50pcs Kids Disposable Face Masks, 3 Ply Kids Masks Disposable Colorful Cute Face masks for Children, Girls & Boys",disposable,False,0.659,0.659,[],"['missing', 'crack']",True,"cigarette lighters recalled by halpern import news from cpsc u.s. consumer product safety commission office of information and public affairs washington, dc 20207 for immediate release september 28, 2000 release # 00-189 halpern recall hotline: (800) 624-5280 cpsc consumer hotline: (800) 638-2772 cpsc media contact: ken giles, (301) 504-7052 cpsc, halpern import co. announce recall of cigarette lighters washington, d.c. - in cooperation with the u.s. consumer product safety commission (cpsc), halpern import co. inc., of atlanta, ga., is recalling about 350,000 disposable cigarette lighters. these lighters can burn with a high flame and can fail to extinguish, presenting fire and burn hazards. cpsc and halpern import co. have received one report of a woman who received second degree burns on her chest when the lighter failed to extinguish and ignited her clothing. the disposable cigarette lighters being recalled are oval-tube- shaped. ""turbo 2000"" is printed on the body of the lighter. the lighters have a green, red, blue, black or yellow body and a metal top. a label on the lighter reads ""child-resistant disposable lighter,"" ""keep out of reach of children,"" and ""made in china."" upc number 0 80692 05010 1 is printed on the back of the lighters. tobacco and thrift stores nationwide sold these lighters from june 1999 through may 2000 for about $1. consumers immediately should stop using these lighters and return them to the store where purchased for a refund. for more information, consumers should call halpern import co. at (800) 624-5280 between 9 a.m. and 5 p.m. et monday through friday."
5.0,"like many people, i didn't think that once we stopped having to wear masks, that we'd need to mask up again. however, that's what happened this winter.  i ordered these disposable face masks since we were nearly out of masks.  i have been very pleased with these masks.  first of all, they are more comfortable than other masks that i've worn.  2nd, the elastic ear straps are comfortable and stay put (they do, however, occasionally break).  3rd, the masks come individually wrapped.  i love this because it allows me to keep masks in my car bin, purse, dog bag, etc, without the masks picking up ambient germs and dirt.  since we're still wearing masks, these masks are great!",b0bg56lkgj,2022-07-05,"50pcs Kids Disposable Face Masks, 3 Ply Kids Masks Disposable Colorful Cute Face masks for Children, Girls & Boys",disposable,False,0.9492,0.9492,[],[],True,"cigarette lighters recalled by halpern import news from cpsc u.s. consumer product safety commission office of information and public affairs washington, dc 20207 for immediate release september 28, 2000 release # 00-189 halpern recall hotline: (800) 624-5280 cpsc consumer hotline: (800) 638-2772 cpsc media contact: ken giles, (301) 504-7052 cpsc, halpern import co. announce recall of cigarette lighters washington, d.c. - in cooperation with the u.s. consumer product safety commission (cpsc), halpern import co. inc., of atlanta, ga., is recalling about 350,000 disposable cigarette lighters. these lighters can burn with a high flame and can fail to extinguish, presenting fire and burn hazards. cpsc and halpern import co. have received one report of a woman who received second degree burns on her chest when the lighter failed to extinguish and ignited her clothing. the disposable cigarette lighters being recalled are oval-tube- shaped. ""turbo 2000"" is printed on the body of the lighter. the lighters have a green, red, blue, black or yellow body and a metal top. a label on the lighter reads ""child-resistant disposable lighter,"" ""keep out of reach of children,"" and ""made in china."" upc number 0 80692 05010 1 is printed on the back of the lighters. tobacco and thrift stores nationwide sold these lighters from june 1999 through may 2000 for about $1. consumers immediately should stop using these lighters and return them to the store where purchased for a refund. for more information, consumers should call halpern import co. at (800) 624-5280 between 9 a.m. and 5 p.m. et monday through friday."
5.0,"i like these masks because each mask is individually wrapped. and there is no smell to this mask. the masks fit my 5- and 10-year-old perfectly. both of my kids say that it’s comfortable and they can breathe in it.<br />my ten-year-old is the one in the red shirt, and my five-year-old is in the green shirt.",b0bg56lkgj,2022-02-21,"50pcs Kids Disposable Face Masks, 3 Ply Kids Masks Disposable Colorful Cute Face masks for Children, Girls & Boys",disposable,False,0.8834,0.8834,[],[],True,"cigarette lighters recalled by halpern import news from cpsc u.s. consumer product safety commission office of information and public affairs washington, dc 20207 for immediate release september 28, 2000 release # 00-189 halpern recall hotline: (800) 624-5280 cpsc consumer hotline: (800) 638-2772 cpsc media contact: ken giles, (301) 504-7052 cpsc, halpern import co. announce recall of cigarette lighters washington, d.c. - in cooperation with the u.s. consumer product safety commission (cpsc), halpern import co. inc., of atlanta, ga., is recalling about 350,000 disposable cigarette lighters. these lighters can burn with a high flame and can fail to extinguish, presenting fire and burn hazards. cpsc and halpern import co. have received one report of a woman who received second degree burns on her chest when the lighter failed to extinguish and ignited her clothing. the disposable cigarette lighters being recalled are oval-tube- shaped. ""turbo 2000"" is printed on the body of the lighter. the lighters have a green, red, blue, black or yellow body and a metal top. a label on the lighter reads ""child-resistant disposable lighter,"" ""keep out of reach of children,"" and ""made in china."" upc number 0 80692 05010 1 is printed on the back of the lighters. tobacco and thrift stores nationwide sold these lighters from june 1999 through may 2000 for about $1. consumers immediately should stop using these lighters and return them to the store where purchased for a refund. for more information, consumers should call halpern import co. at (800) 624-5280 between 9 a.m. and 5 p.m. et monday through friday."
