parent_asin,avg_rating,review_count,avg_sentiment_score,title,item_model_number,recall_summary,incident_safety_terms,text_safety_terms,involved_in_incident,involved_in_recall,safety_term_count,safety_term_density,incident_review_match_rate,potentially_unsafe
b078hbtjs5,1.0,1,0.0,"Maxessory HTC Bolt Case, HTC 10 Evo Case, Operative Ultra-Thin Full-Body Lightweight Impact Slim Hard-Back Protective Premium Drop-Proof Plain Shell Cover (Silver)",htcbolt,,['fire'],[],True,False,0,0.0,0.0,True
b07h7s7gqy,3.0,4,0.12765,"MIFI7730L Replacement Battery for Verizon Jetpack WIFI Hotspot, P/N 40123117, New Generic, 4400 mah",mifi7730l,,"['explosion', 'severe', 'unsafe', 'explosion', 'severe', 'unsafe', 'explosion', 'severe', 'unsafe', 'explosion', 'severe', 'unsafe']","['defective', 'faulty']",True,False,2,0.5,0.0,True
b07mgj7sp5,2.5652173913043477,23,0.13128260869565217,OCTOPUS MAH5500BWW 12002022 Replacement Front Load Washer Rear Drum Bearing & Seal Repair Kit,mah5500bww,,[],"['damage', 'faulty', 'loose', 'leak', 'crack', 'loose', 'loose', 'stuck', 'loose', 'stuck', 'defective', 'damage', 'faulty']",True,False,13,0.5652173913043478,0.0,True
b0828fgfhs,2.518181818181818,110,0.08734181818181817,USB-C Power Adapter-ChiChiFit 20W PD Quick Wall Charger with USB-C to C Cable,fy0631203000,,"['electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion']","['breakage', 'fracture', 'break', 'scar', 'severe', 'death', 'crack', 'tender', 'defective', 'hot', 'crack', 'breakage', 'fracture', 'break', 'hot', 'loose', 'fall', 'hot', 'crack', 'death', 'hot', 'hot', 'crack', 'crack', 'loose', 'defective']",True,False,26,0.23636363636363636,0.0,True
b082x5hxdj,1.9090909090909092,44,-0.036468181818181816,Apple iPhone 6s 32GB Gray Unlocked 4G LTE,6s,,"['hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk', 'hazard', 'burn', 'burning', 'risk']","['hot', 'defective', 'hot', 'defective', 'defective', 'faulty', 'defective', 'defective', 'faulty', 'defective', 'loose', 'loose', 'unsecured', 'crack', 'unsecured', 'crack', 'loose', 'defective', 'loose', 'defective']",True,False,20,0.45454545454545453,0.0,True
b083slt9lv,2.7222222222222223,18,0.12985555555555556,"USB-C Power Adapter 18W-LaoFas PD3.0 Quick Wall Charger with 6.6 Ft USB-C to C Cable for iPad Pro 11""/12.9"",Samsung Galaxy S10/ S9/ S8",fy0631203000,,"['electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion']","['damage', 'severe', 'harm', 'damage', 'faulty', 'crack', 'crack', 'severe', 'bent', 'fragile', 'flimsy']",True,False,11,0.6111111111111112,0.0,True
b088ws6l2m,2.6923076923076925,13,0.07743846153846154,"PD 25W USB-C Super Fast Charging Wall Charger with Fast Charging Cable for Galaxy Note 10+/S20Ultra/S21/S21Ultra5G/Z Fold 3 5G,/S21Plus/S20/Note 20 Ultra/Note 10 Plus/S20 Plus",fy0631203000,,"['electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion']","['defective', 'faulty', 'electrocution', 'burn', 'burning', 'combustion', 'crack', 'damage', 'harm', 'missing']",True,False,10,0.7692307692307693,0.8,True
b093f8syh3,2.727272727272727,165,0.09227030303030304,"Samsung PD 45W USB-C Super Fast Charging Wall Charger for Samsung Galaxy S22 S21 S20 Ultra Plus Note 10+,Google Pixel,Note 20,PPS Charger Adapter Block-2 Pack",fy0631203000,,"['electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion']","['crack', 'defective', 'faulty', 'loose', 'detached', 'defective', 'crack', 'crack', 'crack', 'defective', 'gas', 'faulty', 'gases', 'stuck', 'loose', 'weak', 'crack', 'crack', 'hot', 'smoke', 'crack', 'defective', 'flaw', 'defect', 'smoke', 'crack', 'hot', 'crack', 'crack', 'crack', 'crack', 'loose', 'defective', 'faulty', 'burn', 'burning', 'crack', 'crack', 'surge', 'crack', 'crack', 'crack', 'crack', 'crack', 'crack', 'pinched', 'crack', 'death', 'crack', 'pinched', 'damage', 'faulty', 'crack', 'defective', 'crack', 'pinched', 'crack', 'crack', 'crack']",True,False,59,0.3575757575757576,0.4,True
b09b19kmzy,2.25,8,0.05020000000000002,"Samsung Galaxy A32 5G (64GB, 4GB) 6.5"" 90Hz Display, 48MP Quad Camera, All Day Battery, GSM (T-Mobile Unlocked for AT&T, Metro, Global) 4G LTE A326U (Awesome Black)",a32,,"['fire', 'fire', 'fire', 'fire']","['cut', 'fragile', 'crack', 'flimsy', 'cut', 'fragile', 'crack', 'flimsy', 'damage', 'faulty', 'crack', 'damage', 'faulty', 'crack', 'sharp', 'sharp']",True,False,16,2.0,0.0,True
b09rp6gmlz,2.3333333333333335,6,0.2054666666666667,"Cubier Type-C Adaptive Fast Charging Wall Charger and 3ft Type C to USB Cable Set for Samsung Galaxy S8/S9/S10/S20/S10E Plus, Note 8/9/10/Z, LG V50/G8, Moto Z/Z3 (White)",xhdqc30,,[],"['defective', 'crack', 'hot']",True,False,3,0.5,0.0,True
b09tzc4lw4,2.0,10,0.10144000000000002,"Samsung Galaxy A13 5G (64GB, 4GB) 6.5"" HD+, 50MP Triple Camera, 5000mAh Battery, 5G / 4G Volte (for T-Mobile, Sprint Only) A136U (Black)",a13,,"['fire', 'damaged', 'fire', 'damaged', 'fire', 'damaged', 'fire', 'damaged', 'fire', 'damaged']","['loose', 'loose', 'loose', 'stuck', 'loose', 'stuck', 'pinched', 'pinched', 'severe', 'severe']",True,False,10,1.0,0.0,True
b09y58vrgd,2.909090909090909,66,0.06842272727272727,"Samsung USB C Super Fast Charger 25W PD Type C Wall Plug Adapter Block Compatible with Samsung Galaxy S21 S20 Ultra 5G Note10 20 Plus, iPhone 12 Mini Pro Max 11 XS XR X 8 Plus and More(3 Pack)",fy0631203000,,"['electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion', 'electrocution', 'fire', 'burn', 'burning', 'combustion']","['crack', 'defective', 'defective', 'breakage', 'fracture', 'break', 'defective', 'fatal', 'tender', 'crack', 'damage', 'faulty', 'loose', 'crack', 'defective', 'breakage', 'fracture', 'break', 'safety', 'crack', 'crack', 'crack']",True,False,22,0.3333333333333333,0.0,True
