rating,text,parent_asin,review_timestamp,title,item_model_number,involved_in_incident,sentiment_score_raw,sentiment_score,incident_description_safety_terms,text_safety_terms,involved_in_recall,recall_summary
5.0,"super cute, would make any little girls happy.",b06xqxmqfd,2020-05-13,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.8839,0.8839,[],['crack'],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,my 3 year old granddaughter loves this!,b06xqxmqfd,2020-07-26,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.6932,0.6932,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
4.0,"doctor coat is great, name tag and bandaids (slap on bracelet style and size) with case are great. these made the set hold value for purchase price. glasses are tiny, width and length, on my four year old. tiny. and the stethoscope is the weakest link. i’ll buy a working kids scope and switch them out and be happy about it though. overall, nice.",b07wmx25sv,2022-04-06,"Litti City Doctor Costume for Kids, Play Doctor Set for Kids, Doctor/Vet, Playset Includes: Lab Coat (3T), Functional Stethoscope & Pretend Medical Supplies, Toy Doctor Kit for Toddlers 3-5 Years Old",65103,False,0.9371,0.9371,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,adorable! my daughter loves all of the accessories it comes with.,b06xqxmqfd,2020-12-28,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.8016,0.8016,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,my 6 year old absolutely loves her new purse that she received and everything that came in it. she carries it everywhere she goes now and be trying to use her money and cards that came in the purse. i definitely recommend this product.,b06xqxmqfd,2022-09-18,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.8479,0.8479,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
2.0,"the purse and contents are adorable! however, the purse handles broke completely off after 2 days of use. my daughter is 4 and i know she took care of it and just played with it like any other toy. definitely not worth the money.",b06xqxmqfd,2019-12-28,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.89,0.89,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,"i wanted a purse that she could hold in her elbow vs a strap that is way to long. the purse is a bit larger than i thought, but that’s okay. all the accessories are so adorable. it’s a gift for a 3 yr old.",b06xqxmqfd,2023-02-27,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.9165,0.9165,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,"we got this for my 2 year old niece for christmas, and it was a huge hit with her. my 5 year old son even wanted to play with the fake money and credit cards. everything looked real especially the credit cards and makeup. the purse and wallet are very durable and well made. i rarely leave reviews, but this gift was absolutely perfect! my teenaged daughters commented time and time again how they wished they’d had this when they were little!",b06xqxmqfd,2021-12-28,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.9471,0.9471,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,"my 2 year old loves this. she loves dressing up as a doctor, reading the book and all the fun bandaids which work better than the typical play bandaids because they are flexible. everything is very sturdy. the glasses are a cute touch. lots of use since santa brought this gift for her!",b07wmx25sv,2022-01-21,"Litti City Doctor Costume for Kids, Play Doctor Set for Kids, Doctor/Vet, Playset Includes: Lab Coat (3T), Functional Stethoscope & Pretend Medical Supplies, Toy Doctor Kit for Toddlers 3-5 Years Old",65103,False,0.9737,0.9737,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,can't go wrong with lego and star wars! my bro in law loved this.,b00nhqicqi,2016-12-19,LEGO Star Wars Snowspeeder Toy,6100100,False,0.4847,0.4847,[],"['damage', 'faulty', 'crack']",True,"this recall involves combi shuttle model strollers and car seats, which when used together are called a travel system. the strollers and car seats have model number 6100027 or 6100100 printed on a label on the base of the car seat and stroller's leg. the car seat and stroller were sold in titanium (silver) and red chili (red) colors. combi is printed on the front of the stroller and the car seat. shuttle is printed above the model number."
5.0,everything included looks realistic for a 3/4 year old!  my granddaughter loves it.,b06xqxmqfd,2021-11-18,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.6114,0.6114,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,"bought this for my 3 yo daughter and she loves it. she is always wanting in my purse so now she has her own full of ""grown-up"" things 😁",b06xqxmqfd,2021-02-08,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.7717,0.7717,[],['missing'],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
4.0,"once completed, it's a great set, sturdy and the little ones love it. it took me about 5 hours to build (daddy) and i was able to build it by myself. my assembly went very smoothly with the exception of sliding the swing pole into the hole on top of the tower. like many posters, the pole would not slide in as the whole had a bit of a lip from where the two plastic pieces join along the seam. i tried sand paper but was not getting good results. i took my cordless drill with a smaller sized bit and used that to grind down the ""lip"" that was preventing the pole to fully insert. much easier than sanding and did the trick. all other assembly points went together perfectly. to anyone concerned about moving this swing set (in case of moving houses or perhaps handing down to another family member or friend, it is very easy to break down into 3 pieces (slide, tower and pole/end piece) and easily move with a pickup truck. it is also easy to reposition in your yard if needed. overall 4 stars - nice purchase and prooving to be loads of fun for the kids.",b0028zjol6,2012-06-18,Step2 Play Up Gym Set,797300,False,0.9904,0.9904,[],"['loose', 'breakage', 'fracture', 'break', 'cut']",True,"this recall involves step2 play up gym play sets. the recalled outdoor play sets include a platform, climber, slide area and two swings and have a model number of 797300. a red ""step2"" logo plate is attached to the front of the play set. play sets that have hangers with white plastic bushings are not subject to this recall."
5.0,this was a christmas gift for my 4 year old granddaughter.  she absolutely loved it! it was a bit pricey but her reaction was priceless.,b06xqxmqfd,2022-02-15,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.5911,0.5911,[],['reaction'],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,i can’t wait to give this to my daughter for christmas. the items look very real and good material. the purse is a lot smaller than what i thought it would be but that’s ok i really wanted her to have the items inside.,b06xqxmqfd,2020-11-27,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.597,0.597,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
5.0,"we have only used it once, but so far thee kids love it. 8-4-3 yrs old all three ride together,plenty of power and speed.",b013tca3uw,2018-04-18,Tonka 12V Dump Truck Ride-On,880196u,True,0.7783,0.7783,['fall'],[],True,"this recall involves three models of 12v battery-operated ride-on toys, including surge 12v camo 4x4, surge 12v xl quad and tonka 12v mighty dump trucks. the recalled ride-on toys have model numbers and date codes listed in the table below. the model number, batch number, serial number and the date code, formatted as ""mmddyyyy,"" are printed on a label on the bottom of the ride-on toy. product name and color model number date codes batch number serial numbers surge 12v camo 4x4 color: camouflage and black with orange surge graphic and accents 8803-31 06082016 06152016 06302016 07142016 07192016 07202016 07262016 07282016 08032016 08092016 08162016 302119 302247 302248 302249 302255 302256 302257 302292 302296 302298 302299 da0331if00001-da0331if01650 da0331ig00001-da0331ig03450 da0331ih01201-da0331ih02200 da0331ih05001-da0331ih05200 da0331ih05501-da0331ih06200 surge 12v xl quad color: camouflage and black with neon green surge graphic and accents 8803-38 07222016 08192016 08242016 3101735 3101741 3101743 3101748 3101749 3101750 da0338ig00001-da0338ig01250 da0338ih00001-da0338ih02200 tonka 12v mighty dump truck color: yellow and black with red and white tonka graphic 8801-96u 05182016 06022016 06162016 06302016 07132016 302203 302205 302207 302209 302211 da0196ie00141-da0196ie05500 da0196if00001-da0196if07400 da0196ig00001-da0196ig02500"
1.0,for the money i  paid  for this the phone or keys don’t even make any sounds !! what fun is that ? definitely not worth the money,b06xqxmqfd,2020-12-19,"Litti Pritti Play Purse for Little Girls, Toddler Purse Set w/ Accessories, Fashion Girl Toys, Toy Purses, Includes: Handbag, Toy Phone, Pretend Play Makeup, Wallet, & More, Girls Ages 3+ Years Old",65101,False,0.7112,0.7112,[],[],True,"this recall involves two litti city dress-up playsets, one litte pritti dress-up playset and prextex-branded diy take-along slime eggs. the litti city premier doctor playset (amazon asin b07wmx25sv) consists of a white doctor outfit and accessories, including blue glasses, yellow stethoscope and bandages, and a book. the litti city teacher purse playset (amazon asin b08mb3cjd6) consists of a green purse and accessories, including glasses, markers, rules, eraser, hall passes, learning charts and stickers. the litti pritti handbag playset (amazon asin b06xqxmqfd) includes a pink purse, wallet, make-up, keys and cell phone. the 12 clear plastic slime eggs are filled with slime in varying colors and come in a blue plastic egg container with www.prextex.com embossed on the top. the set includes seven mini bottles of shaped beads and 12 straws."
